,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6
lncRNA:CR45585,0.005637662,0.013432431,0.008888348,0.031135054,0.567040019,0.022871501
lncRNA:CR45660,0,0.088737467,0,0.02303193,0,0
lncRNA:CR45825,0,0.023443637,0,0.01943605,0,0
lncRNA:CR45902,0.012313772,0.010398193,0.011038704,0.007221039,0.592280595,0.002541346
lncRNA:CR45920,0,0.295075256,0,0.011819385,0.004327215,0.000797596
lncRNA:CR45921,0.02322725,0.005533772,0.018287051,0.0064978,0.018057151,0.010014415
lncRNA:CR45962,0.060595548,0.074855748,0.004113783,0.02742161,0.019344474,0.049200347
lncRNA:CR46006,0.788260342,1.213259923,0.656025006,2.332765158,1.226906423,1.043542387
lncRNA:CR46061,0.05517191,0.005578467,0.053215568,0.089899794,0.072777287,0.089973072
lncRNA:CR46148,0.009601138,0,0.000940863,0.001604473,0.001395671,0.004232441
lncRNA:CR46156,0.003798987,0.011594933,0.003754862,0.003470097,0.587882262,0.003356828
lncRNA:CR46393,0.064812546,0.039845025,0.014766498,0.109012588,0.050827022,0.061154665
lncRNA:TS14,0,0.018394337,0.001817206,0,0.773502374,0
lncRNA:alphagamma-element:CR32865,2.69961358,2.601639814,2.339595153,3.051893158,2.111249297,2.598067391
lncRNA:flam,1.545605871,0.937044248,1.003471942,0.449642882,0.656162779,0.563883603
lncRNA:iab8,0.005515927,0.009665654,0.001272259,0.006132098,0,0.002103432
lncRNA:noe,0.806667111,0.461916657,0.303422017,0.783337064,0.795150426,0.113512573
lncRNA:sphinx,0,0.014414517,0.003263219,0,0.559867338,0.017483427
lov,0.068731009,0.062614916,0.105951689,0.005191005,0.063211378,0.350338942
lovit,2.201312796,2.25876845,1.650265353,0.99003764,1.636583049,2.287531429
lute,0.264902374,0.129101571,0.261445705,2.416669396,1.795646262,0.146544656
lz,0.013925416,0.020321989,0.025933195,0.002781513,0.003497636,0.040166171
mAcon1,0.925858807,0.230852978,0.949592329,0.333167171,0.464135796,0.598923507
mRpL14,0.042198898,0.011698169,0.03787064,0.011055074,0.057429187,0.06882887
mRpL22,0.177411762,0.112334657,0.091564653,0.110541539,0.154803137,0.226309597
mad2,0.002604705,0.007870037,0.004638992,0.007348057,0.002891335,0.011869551
mah,0.009741865,0.001803323,0.026126262,0,0,0.00070512
meng,0.052320738,0.330928618,0.004719796,0.033373534,0,0.00320512
meso18E,0.047682796,0.108824919,0.023035527,0.067763827,0.028724741,0.014847713
metro,0,0.044220422,0.005849136,0.007988814,0,0.003951636
mfas,1.077504729,0.949228684,0.249768264,1.320857172,2.008313549,0.15346582
mid,0,0.00140472,0.00158295,0.022249068,0.003292648,0
mino,0.49023867,0.232935199,0.217113195,0.568498048,0.533183153,0.225076306
mira,0.096054394,0.111388791,0.052796401,0.031146275,0.054680039,0.146080693
mirr,0.48013593,0.206098942,2.217010704,1.433835928,0.863530205,0.462236511
mld,1.400990144,2.083597036,1.347434995,1.219554145,1.329159085,0.810599824
mmd,0.021146782,0.003155154,0.003282817,0.013428343,0.031878321,0.00462622
mol,0.555487886,0.376795622,0.14708126,0.66201672,0.392481191,0.074569763
msd1,0.012422243,0.002295738,0.011168836,0.008668064,0.003450248,0.031138048
msi,0.419109549,2.873132197,1.107017024,0.372794386,0.401446878,1.690906309
msopa,0.166525279,0.151205583,0.228199825,0.111364534,1.814896017,0.224187173
mspo,0.017340652,0.170413286,0.008777307,0.055867363,0.01770544,0.014439357
mtgo,2.718868483,4.082306624,2.931590023,2.595484857,2.83391036,2.720852806
mud,0.006583087,0.036502838,0.009821788,0.011966934,0.064433319,0.079725536
nAChRalpha1,0.009657381,0.013472563,0.008184372,0.003075344,0.568778542,0.002573967
nAChRalpha3,0.401361279,0.047914025,1.914428548,0.013081084,0.090483082,0.14875329
nAChRalpha5,0.004994927,0.225907877,0.031333699,0,0.018272624,0.015494465
nAChRalpha6,0.016145328,0.02320592,0.017146064,0.007044757,0.344333929,0.0260663
nAChRalpha7,0.035934949,0.049335433,0.012090203,0.009043859,0.055382833,0.022526191
nSyb,0.00551241,0.24043899,0.039507021,0.004028656,0.001116796,0.003020814
nahoda,1.82110193,0.130481381,0.37199883,2.946770613,1.481909294,0.197559289
nec,0.098378089,0.002407965,0.044293176,0.135104443,0.060320549,0.007037668
nolo,0.04347983,0.091229863,0.07194672,1.528537622,0.678259443,0.047743852
nompC,0.207229623,0.499306683,0.438275584,0.127086632,0.033731621,0.051497869
nonA-l,0.009788073,0,0.022018188,0.017598969,0.012378414,0.024958328
nrm,0.047854827,1.041781203,0.001955955,0.136780565,0.041846312,0.01965918
nrv3,0.199562118,0.441912879,0.198685688,0.02809625,0.065007116,0.147977011
nub,1.77734753,0.708361197,1.046179438,0.099271737,0.657388503,1.616932237
nvd,0.21257607,0.126371915,0.071625233,0.096137197,0.14504903,0.119427575
nwk,0.417340049,0.041074749,0.066995554,0.021282095,0.105540992,0.348863633
obst-E,0.101108527,0.077436195,0.089032269,1.055215011,0.579881671,0.066268607
obst-F,0.027778038,0.049632331,0.002662592,0.00645518,0.001897651,0.01036563
obst-H,0.03501833,0.196490913,0.019631406,0.008931844,0.006161817,0.027878451
odd,0.144463391,0.249269633,0.118550015,0.294514614,0.144796194,0.080041823
ogre,0.785873345,1.844406758,0.244672061,1.1462352,1.241549909,0.149967591
onecut,0.045557595,0.253700065,0.012011141,0.008118208,0.05987442,0.319462377
opa,0.000793704,0,0.00389811,0,0.000793704,0
orb,0.018760785,0.010514608,0.042331423,0.009015509,0.015162182,0.030361185
org-1,0.114277395,0.068863897,0.127861985,0.01462084,0.039122623,0.081196678
otk2,0.029068701,0.167644497,0.042363999,0.072604906,0.03232648,0.02631421
otp,0.937123702,0.027747531,0.087917238,0.109998858,0.09996244,0.007897367
otu,0.01190808,0,0.016850422,0.001860705,0.016100399,0.005307488
ovo,1.229498654,0.09786784,0.497391415,1.826755756,1.024539804,0.102784019
pHCl-1,0.026214141,0.232908923,0.015112681,0.02952823,0.380166066,0.022493487
para,0.121802868,0.01647186,0.051378454,0.0029363,0.052233338,0.086572261
path,1.871895326,1.442598637,2.029112169,0.542656785,1.319876778,2.312272812
pbl,0.453390247,0.361823918,0.13881114,0.08416604,0.383053584,1.677001577
pdm2,0.502870677,0.52353099,0.261980382,0.027615583,0.119529451,0.459227888
pdm3,0.100774989,0.057690333,0.032123387,0.037102491,0.045525941,0.029198385
peb,1.671690105,0.655952525,1.399538508,0.147811225,0.995061624,3.527343438
pgc,0.017439035,0.004088287,0.028359455,0.008682953,0.010129158,0.035722864
pic,0.141481733,0.079514389,0.215689338,0.072514239,0.101704537,0.208800574
pie,0.014650273,0,0.014447849,0.006874342,0.026081571,0.00502942
pim,0,0,0.001951428,0,0.010058593,0
pio,0.904738138,0.442168971,0.488201078,2.314176521,1.062390006,0.098079269
pirk,0.822223324,0.184439537,0.334401281,0.517265499,0.334788424,0.404431575
ple,0.153695251,0.619575484,0.21117447,2.01599442,1.109471806,0.058630553
plh,0.035145198,0.192539488,0.031372513,0.044019497,0.0603573,0.008520302
plum,0.522977032,0.767298767,0.483136202,0.618438264,0.902084108,0.937746831
plx,1.807317046,0.478490564,0.244836892,0.566927449,0.349775442,0.039675122
ppk22,0.001313618,0.012716779,0.012019726,0,0.578566809,0.000656809
ppk8,0.022295282,0.040013769,0.025497092,0.024415657,0.109986781,0.16547277
pros,0.08521005,0.578868003,0.056672739,0.023453023,0.044337217,0.050665613
psd,0.034468311,0.020851088,0.004840542,0.012315402,0.020095759,0.022841748
psh,0.015411177,0.004508068,0.008126445,0.02050924,0.010333445,0.00142797
pwn,0,0.003818381,0.004099587,0.006755266,0.02222526,0
pxb,0.187357485,0.520543156,0.563846459,0.117034616,0.224103181,0.342492624
pyr,1.634605769,0.610860448,1.3821914,2.682527374,2.34456837,0.756678725
qin,0.134150102,0.051029792,0.097134648,0.047167654,0.071790229,0.15199292
qjt,0.018830409,0.010997572,0.024197993,0.004981532,0.015327785,0.031189468
qua,0.011647347,0.049537765,0.04050181,0.100419737,0.0302257,0.017943864
qvr,0.103357859,0.143349887,0.284016142,0.028278543,0.096902323,0.093639173
rad,0.012102398,0.025631424,0.009893213,0.006308124,0.030546615,0.000517168
rau,0.269999091,0.503780642,0.160606187,0.673665754,0.445140275,0.304833573
reb,0.061828486,0.001584402,0,0.014995514,0.006542649,0.000923138
rec,0.03090173,0.000967003,0.007226288,0.016056139,0.020659841,0.066542398
red,2.134461326,1.132776917,0.881793379,0.578454699,0.902866832,2.33855968
retn,1.613605685,2.053631171,0.944392272,2.253643231,1.689116378,0.165898688
rgn,1.150031457,1.125483213,0.51064106,0.616861033,0.624496167,1.974419755
rho,0.184403195,0.188784121,0.20230396,0.026850929,0.038600112,0.114424753
rk,0.013933176,0.060210713,0.03879408,0.13400873,0.052670488,0
robo2,0.198504764,1.13115158,0.350748622,0.1433553,0.404490706,2.092343071
rst,0.181774933,0.107126145,0.014464292,0.025189762,0.022433535,0.018991623
rut,1.799225842,1.041075393,2.175263909,2.024233112,1.537359679,1.785726285
sNPF,0.007931893,0.062782883,0.005374435,0,0.420325562,0.002154537
sals,0.159369163,0.983422439,0.024055434,0.105693697,0.09691353,0.116746335
sand,0.084087445,0.100498814,0.064888165,0.01176587,0.009870243,0.004503464
sano,0.297808298,0.509988645,0.095020467,0.635620559,0.830625539,0.060575603
santa-maria,0.194702909,0.018161726,0.039362054,0.024418483,0.105007577,0.193832052
sas,0.395466742,0.038269708,0.338995192,0.829217728,0.394279852,0.067337334
sbm,1.825844279,0.5653293,0.325091626,0.610194366,0.338618334,0.123640021
scaf,0,0.003645801,0.00389811,0.065369617,0.018057076,0
scro,0.05955674,0.078938669,0.018187403,3.066874809,1.390858945,0.096112962
sens-2,0.121092677,0.159259188,0.040356906,0.022235384,0.103446268,0.462855179
sev,0.005483674,0.001832224,0.012575227,0.241721612,0.092095371,0.013590365
sff,0.032807255,0.193891115,0.023606751,0.014716858,0.294010469,0.028041877
shakB,0.107974689,0.15909337,0.025747998,0.169173835,0.047172966,0.037398415
shf,0.227873905,0.025907255,0.173873833,0.568438984,0.333312016,0.488083237
side,0.028398964,0,0.009201646,0.060312623,0.006366719,0.021652739
side-II,0.001980848,0.022892237,0.016353182,0.00396832,0.03462494,0
side-IV,0.014576532,0.00153286,0.003289886,0.07135729,0.071047734,0.008760743
side-V,0.006803742,0.00469208,0.008757926,0.011803631,0.061783577,0.001915234
side-VI,0.009166741,0.007966609,0.008901661,0.001235498,0.006314539,0.022042674
side-VIII,0.009916144,0.080292691,0.008238084,0.068326578,0.009483244,0.020284637
sing,0.002781626,0.023432275,0.00135721,0.004208048,0.002111517,0.003117616
sit,0.025080894,0.001109058,0.048457043,0.012415939,0.161769442,0.00497668
slf,0.024290314,0.004977617,0.047257177,0.804681629,0.438117957,0.005285449
sli,0.223177707,0.563697011,0.208160828,0.101291148,0.32845128,1.638778034
slo,0.050430844,1.550567592,0.02569225,0.062137655,0.010219966,0.040011735
slow,0.002593863,0.026218983,0.039729113,0.006796385,0.004450268,0.001429986
slp1,0,0,0,0,0.001774576,0
slp2,0.000911856,0.000667339,0,0,0,0.000911856
sls,0.394189451,1.920539042,0.230513108,0.408862616,0.270988217,0.314499098
smal,0.278528129,0.159362413,0.370531416,0.488394875,0.28666739,0.199483982
smash,2.911800565,3.039997228,2.648288715,1.569009373,2.264708592,4.18217257
smp-30,1.093619968,0.213235055,0.266548872,0.192973789,0.472352586,0.504487868
sn,0.094226727,0.155685746,0.622719232,0.019072433,0.006297033,0.065935963
snoRNA:Or-ACA9,0.11227761,0,0.027031077,0.029077061,0.009123221,0.008855631
sns,0.003832994,0.003592042,0.006361842,0.009826734,0.044392007,0.0012026
snsl,0,0,0,0.008906692,0.011434635,0
snu,1.299548671,0.138751114,0.863524308,3.535822919,1.698707642,0.203941039
so,0.002710378,0.119255695,0,0.020117049,0,0
sog,1.366149295,0.621981208,2.383704239,1.25434032,0.832564311,0.874148228
spag,0.082091737,0.011424745,0.10178406,0.020458457,0.026670237,0.0862146
spidey,0.242836344,0.215491078,0.404080121,2.240008223,1.162877814,0.431821792
spok,0.235101624,0.651356995,0.105211787,0.041881288,0.244407052,0.207561696
sprt,0.421723231,1.791745938,0.119163466,0.111261427,0.132256676,0.209131874
spz,0.153432538,0.01948748,0.029419254,0.419104116,0.233559564,0.051327999
spz3,0.050474576,0.001465824,0.00135721,0.065101011,0.021280513,0.002775455
spz4,0.02001153,0.001291618,0.03687486,0.101235952,0.031007734,0.009306602
spz5,0.004814072,0.001492765,0.001633881,0.007633536,0.004850321,0.001633881
sr,0,0.182382333,0.006730915,0.030361038,0.014241382,0.001392431
ssp7,0.353265711,0.04060951,0.063880928,0.037475689,0.821408251,0.098072506
stai,0.691457126,1.057846724,0.2786582,2.12467662,0.96291119,0.10807538
stg,0.002021211,0.039664716,0.02498489,0.022598285,0.058823315,0.026032261
stj,0.004353087,0.393565819,0.004889829,0.003321977,0.018920418,0.006732104
stl,0.352882749,0,0.034566121,0.014640034,0.126682196,0.107294704
stumps,0,0.145526179,0.011205556,0.054087819,0.002939522,0
stw,1.068611213,0.418525391,0.664969898,1.052895796,0.717604922,0.195310765
sty,1.455878301,1.681240048,0.808568395,0.502940418,0.826294034,2.241348078
sug,0.660971626,0.181987026,0.331543719,0.090763693,0.216519955,0.861684968
sut2,0.577731909,0.56750611,1.318412534,0.044161212,0.155227498,0.214797071
svp,0.171322996,0.017638032,0.107327309,0.794599732,0.342546962,0.046625321
swi2,1.170310321,0.032841046,0.00482865,0.151676689,0.10296997,0.015424572
tadr,0.043321223,0.034473707,0.01237471,0.011108444,0.00804314,0.002024233
tbc,0.018082404,0.256947297,0.019872019,0.001574686,0.003458873,0.003039221
tex,0.027055777,0.032073021,0.022446862,0.012604053,0.010525539,0.033618893
tey,0.00054738,0.003601136,0.00814116,0.003507431,0.002491341,0.001495464
tfc,0.033432176,0.012598615,0.039909633,0.011256908,0.017448676,0.007978632
thetaTry,0.075661317,0.05169878,0.077374926,0.087353404,0.100912812,0.09241959
ths,0.083821733,0.149782205,0.075348214,0.047155206,0.034432399,0.090827647
thw,0,0,0,0.072966138,0.055772653,0
tinc,0.061666465,0.411918139,0.007402253,0.005094016,0.024585835,0.127250733
tio,0.004098442,0,0.007342472,0.008132803,0.021158608,0.003304574
tmod,0.864109518,1.507655781,0.526421637,0.481020982,1.075111444,1.177886229
tn,0.048747545,1.219644835,0.017135773,0.194513471,0.025030599,0.005821334
tnc,0.003444307,0,0.044328171,0.130935844,0.059641795,0.017357699
to,0.094088563,0.169860701,0.045099177,2.434001465,1.254858268,0.235876003
tobi,1.46944497,0.255813675,0.770079708,0.211364814,0.650113663,0.836099071
toe,0.005500186,0.035688962,0.010290821,0.002808876,1.035321207,0
tok,0.147343684,0.005820721,0.020458069,0.0204473,0.004620735,0.013699738
tow,0.002665528,0.163100999,0.003081422,0.027992849,0.011088024,0.027777776
trn,0.567933627,0.82861493,0.496360789,0.485455456,0.412082069,0.568529797
trpl,0.003431561,0.009749642,0.005595457,0,0.001765178,0.004843403
tsh,0.046342226,0.020466895,0.012786204,0.021666017,0.035877492,0.262966975
tsl,0.310986516,0.037873125,0.170835178,0.411506287,0.188582907,0.099863012
tty,0.050460184,0.060885108,0,0.009242713,0,0.02044115
tutl,0.007151144,0.213712718,0.006025338,0.00634365,0.037761357,0.002854432
tw,0.023451406,0.017023576,0.024536674,0.05355851,0.044334161,0.006190923
twi,0.135445721,0.089995252,0.021097159,0.21569352,0.940834834,0.108333733
tx,0.648001972,0.288809199,0.127465916,1.228656572,0.63382712,0.024350026
tyn,1.549519031,0.416928731,0.793719381,0.21418545,0.745014787,1.760049123
unc-104,0.547835658,0.428059987,0.36225493,0.155151583,0.732062115,0.863431934
unc-13,1.085717942,1.82798343,0.603568019,0.927109025,0.955301954,2.90009464
unc-13-4A,0.004388524,0.432287351,0.024478481,0.009168302,0.004587503,0.005571917
unc79,0.010757406,0.05825288,0.016279493,0.003098157,0.029600475,0.018934144
up,0.066070385,1.68374261,0.004140739,0.25366472,0.063773293,0.037317172
upd2,0.0100892,0.027269518,0.028781167,0.031125098,0.01346425,0.026221174
vanin-like,0.179120936,0.360664817,0.162894215,0.051979217,0.103434173,0.118140542
verm,0.030744391,0.003829051,0.02602896,0.134432283,0.046396765,0.004102212
vir-1,0.384420181,1.408994672,0.35634296,3.027287339,1.434873149,0.153163204
vn,0.178207658,0.885367225,0.200955195,0.195090536,0.076571846,0.236256417
vvl,0.399769433,0.043157289,0.152598405,1.105717506,0.610350626,0.088878076
wb,0.514298178,2.7717663,0.535335783,0.506446101,0.866354408,1.031266531
wgn,0.117703585,0.559399871,0.052025961,0.271713197,0.091166807,0.036809212
whe,0.104652055,0.132728693,0.054227913,0.156601616,0.068897885,0.004885986
wisp,0.022475789,0.009736904,0.02980182,0.012610199,0.009049126,0.015712985
wntD,0.000989425,0.006083181,0.003362289,0.001574686,0.008860198,0.008772609
wtrw,0.188683432,0.03232983,0.22545893,0.566058043,0.310249343,0.123974278
wun2,0.018643503,0.019256639,0.030054987,0.000989156,0.046414049,0.136731525
wupA,0.021144764,1.362377322,0.105691577,0.198394405,0.289707169,0.009820899
yellow-b,0.591337457,0.034622677,0.138288714,0.225485346,0.129100768,0.041003787
yellow-c,0.024076835,0.002129025,0.032567003,0.140130367,0.083577523,0.005541225
yellow-d,0.132708835,0.009296967,0.117824803,0.152672269,0.068880023,0.014857469
yellow-g,0.002221716,0.057530225,0.009696819,0.022203238,0.014009234,0.003382778
yellow-g2,0.053109042,0.030623276,0.011196018,0.020726846,0.008156211,0.008532763
yin,0.583054232,0.466521726,0.479735927,0.644834421,0.974842949,0.249165145
yip7,1.759926843,0.791304116,1.88003084,0.988077056,1.535331867,2.491152038
zetaTry,0.010206708,0.00364258,0.030515539,0.004292447,0.006214201,0.019709627
zfh1,0.027215736,0.017489644,0.008620406,0.108593211,0.022001397,0.002142301
zfh2,0.221559881,0.488658996,0.339554731,0.156210184,0.564115378,2.305830204
zld,0.017084614,0,0.016107116,0.030299638,0.025627936,0
zormin,0.90997992,0.906886261,0.324753585,1.164808166,0.855554771,0.069705103
zye,0,0,0.004380208,0.110795896,0.055192294,0.001460069
